Date,Year,Month,beef_qty,veal_qty,milk_lag_y0m0,milk_lag_y0m1,milk_lag_y0m2,milk_lag_y0m3,milk_lag_y0m4,milk_lag_y0m5,milk_lag_y0m6,milk_lag_y0m7,milk_lag_y0m8,milk_lag_y0m9,milk_lag_y0m10,milk_lag_y0m11,milk_lag_y0m12,milk_lag_y1m1,milk_lag_y1m2,milk_lag_y1m3,milk_lag_y1m4,milk_lag_y1m5,milk_lag_y1m6,milk_lag_y1m7,milk_lag_y1m8,milk_lag_y1m9,milk_lag_y1m10,milk_lag_y1m11,milk_lag_y1m12,milk_lag_y2m1,milk_lag_y2m2,milk_lag_y2m3,milk_lag_y2m4,milk_lag_y2m5,milk_lag_y2m6,milk_lag_y2m7,milk_lag_y2m8,milk_lag_y2m9,milk_lag_y2m10,milk_lag_y2m11,milk_lag_y2m12,milk_lag_y3m1,milk_lag_y3m2,milk_lag_y3m3,milk_lag_y3m4,milk_lag_y3m5,milk_lag_y3m6,milk_lag_y3m7,milk_lag_y3m8,milk_lag_y3m9,milk_lag_y3m10,milk_lag_y3m11,milk_lag_y3m12,milk_lag_y4m1,milk_lag_y4m2,milk_lag_y4m3,milk_lag_y4m4,milk_lag_y4m5,milk_lag_y4m6,milk_lag_y4m7,milk_lag_y4m8,milk_lag_y4m9,milk_lag_y4m10,milk_lag_y4m11,milk_lag_y4m12,milk_lag_y5m1,milk_lag_y5m2,milk_lag_y5m3,milk_lag_y5m4,milk_lag_y5m5,milk_lag_y5m6,milk_lag_y5m7,milk_lag_y5m8,milk_lag_y5m9,milk_lag_y5m10,milk_lag_y5m11,milk_lag_y5m12,milk_lag_y6m1,milk_lag_y6m2,milk_lag_y6m3,milk_lag_y6m4,milk_lag_y6m5,milk_lag_y6m6,milk_lag_y6m7,milk_lag_y6m8,milk_lag_y6m9,milk_lag_y6m10,milk_lag_y6m11,milk_lag_y6m12,milk_lag_y7m1,milk_lag_y7m2,milk_lag_y7m3,milk_lag_y7m4,milk_lag_y7m5,milk_lag_y7m6,milk_lag_y7m7,milk_lag_y7m8,milk_lag_y7m9,milk_lag_y7m10,milk_lag_y7m11,milk_lag_y7m12
6/1/2013,2013,6,2157,8,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061,15535,15967,14248,15348,14851,14199,14609,14253,14891,14977,15083
7/1/2013,2013,7,2294,10,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061,15535,15967,14248,15348,14851,14199,14609,14253,14891,14977
8/1/2013,2013,8,2241,9,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061,15535,15967,14248,15348,14851,14199,14609,14253,14891
9/1/2013,2013,9,2074,9,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061,15535,15967,14248,15348,14851,14199,14609,14253
10/1/2013,2013,10,2318,10,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061,15535,15967,14248,15348,14851,14199,14609
11/1/2013,2013,11,2058,9,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061,15535,15967,14248,15348,14851,14199
12/1/2013,2013,12,2047,10,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061,15535,15967,14248,15348,14851
1/1/2014,2014,1,2141,9,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061,15535,15967,14248,15348
2/1/2014,2014,2,1788,8,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061,15535,15967,14248
3/1/2014,2014,3,1937,9,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061,15535,15967
4/1/2014,2014,4,2043,8,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061,15535
5/1/2014,2014,5,2072,8,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329,16061
6/1/2014,2014,6,2069,8,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156,15329
7/1/2014,2014,7,2087,8,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046,15156
8/1/2014,2014,8,2024,7,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473,15046
9/1/2014,2014,9,2068,7,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839,14473
10/1/2014,2014,10,2171,8,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507,14839
11/1/2014,2014,11,1850,7,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273,14507
12/1/2014,2014,12,2000,8,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607,15273
1/1/2015,2015,1,1964,7,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323,15607
2/1/2015,2015,2,1768,6,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133,14323
3/1/2015,2015,3,1933,7,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765,16133
4/1/2015,2015,4,1929,7,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194,15765
5/1/2015,2015,5,1926,7,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479,16194
6/1/2015,2015,6,2002,7,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715,15479
7/1/2015,2015,7,2047,7,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525,15715
8/1/2015,2015,8,1935,7,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871,15525
9/1/2015,2015,9,2087,7,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391,14871
10/1/2015,2015,10,2126,7,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016,15391
11/1/2015,2015,11,1936,7,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635,15016
12/1/2015,2015,12,2046,8,17423,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980,15635
1/1/2016,2016,1,1954,7,17671,17423,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180,15980
2/1/2016,2016,2,1886,6,16900,17671,17423,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462,15180
3/1/2016,2016,3,2097,6,18404,16900,17671,17423,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118,16462
4/1/2016,2016,4,1964,6,17956,18404,16900,17671,17423,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703,16118
5/1/2016,2016,5,2030,6,18614,17956,18404,16900,17671,17423,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940,16703
6/1/2016,2016,6,2193,6,17774,18614,17956,18404,16900,17671,17423,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988,15940
7/1/2016,2016,7,2024,6,17903,17774,18614,17956,18404,16900,17671,17423,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747,15988
8/1/2016,2016,8,2266,6,17693,17903,17774,18614,17956,18404,16900,17671,17423,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124,15747
9/1/2016,2016,9,2182,6,16985,17693,17903,17774,18614,17956,18404,16900,17671,17423,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615,15124
10/1/2016,2016,10,2211,7,17554,16985,17693,17903,17774,18614,17956,18404,16900,17671,17423,16667,17106,16595,17391,17659,17510,18434,17795,18077,16169,17682,17337,16555,17066,16511,17223,17434,17329,18104,17484,17832,15897,17276,16772,15998,16462,15839,16796,16794,16948,17829,17260,17681,15762,17119,16860,16015,16277,15713,16431,16610,16712,17631,17257,17746,16342,17048,16569,15820,16272,15780,16425,16478,16514,17279,16657,16990,15075,16396,16160,15514,15914,15550,16105,16447,16356,17042,16419,16607,14750,16013,15763,15060,15415,15039,15732,16011,15928,16792,16130,16471,14738,16123,15908,15213,15615
